CF_ID,Jurisdiction,Product,InflowOutflow,Amount(USDk),TimeBucket,LCR_Weight,NSFR_Weight,Date
CF1298,BM,RetailDeposit,Outflow,-50149.82,>1y,0.0,0.8227427193274016,2020-03-11
CF1299,KY,DerivativesCF,Inflow,10309.96,91-180d,0.5,0.44763580537912595,2019-08-18
CF1300,KY,LoanRepayment,Inflow,238430.34,31-90d,0.5,0.22190095010328403,2023-04-16
CF1301,BM,LoanRepayment,Inflow,156715.84,31-90d,0.5,0.22468897983517744,2024-06-23
CF1302,BM,CommitmentDraw,Outflow,-124710.42,91-180d,0.5,0.368626753431179,2021-11-21
CF1303,KY,SecurityMaturity,Inflow,46327.39,<2d,1.0,0.30982487290039085,2023-02-13
CF1304,BM,CorporateDeposit,Inflow,87905.45,2-7d,1.0,0.9109335919002461,2021-10-11
CF1305,JE,CommitmentDraw,Inflow,269802.8,2-7d,1.0,0.9277357950202905,2022-08-16
CF1306,KY,CommitmentDraw,Inflow,325772.38,31-90d,0.5,0.7073538922156035,2023-07-31
CF1307,BM,CommitmentDraw,Outflow,-293832.74,31-90d,0.5,0.3443624952751978,2020-02-14
CF1308,KY,DerivativesCF,Inflow,109654.14,2-7d,1.0,0.7631583500277465,2023-09-06
CF1309,BM,DerivativesCF,Outflow,-47470.75,8-30d,1.0,0.04137951684711161,2020-09-30
CF1310,KY,CommitmentDraw,Outflow,-13562.43,91-180d,0.5,0.6828930981931153,2021-12-21
CF1311,KY,DerivativesCF,Inflow,237895.49,>1y,0.0,0.7120635013575182,2020-06-04
CF1312,BM,LoanRepayment,Outflow,-88787.15,181-365d,0.25,0.0941024593487072,2023-05-30
CF1313,BM,LoanRepayment,Outflow,-332544.58,91-180d,0.5,0.5268804679010034,2022-01-27
CF1314,KY,CorporateDeposit,Inflow,174536.21,2-7d,1.0,0.015381993906416591,2023-06-15
CF1315,JE,CorporateDeposit,Outflow,-417493.28,2-7d,1.0,0.8077779061692351,2023-05-24
CF1316,KY,RetailDeposit,Outflow,-368206.49,91-180d,0.5,0.9924405596591241,2023-05-24
CF1317,JE,LoanRepayment,Outflow,-283625.81,91-180d,0.5,0.8163907376407481,2023-07-05
CF1318,BM,LoanRepayment,Outflow,-114835.68,181-365d,0.25,0.1952796850648918,2021-02-15
CF1319,BM,SecurityMaturity,Outflow,-287821.9,<2d,1.0,0.6549099944726318,2020-09-04
CF1320,GU,CommitmentDraw,Inflow,94492.53,<2d,1.0,0.37795100663957626,2022-11-12
CF1321,GU,CommitmentDraw,Inflow,76455.55,>1y,0.0,0.06123319910288816,2020-08-23
CF1322,JE,LoanRepayment,Outflow,-207761.18,<2d,1.0,0.813419444030117,2024-01-30
CF1323,BM,CorporateDeposit,Outflow,-75931.5,2-7d,1.0,0.8041473531224574,2023-06-17
CF1324,JE,LoanRepayment,Outflow,-272353.1,91-180d,0.5,0.0499513119879994,2019-12-14
CF1325,BM,CommitmentDraw,Inflow,65923.94,8-30d,1.0,0.6072636232707683,2024-05-08
CF1326,KY,CommitmentDraw,Outflow,-72256.55,91-180d,0.5,0.9842585913289732,2021-04-26
CF1327,KY,CorporateDeposit,Inflow,164194.81,2-7d,1.0,0.26957263476691085,2019-08-06
CF1328,KY,RetailDeposit,Outflow,-17811.55,181-365d,0.25,0.40605941655507294,2022-12-06
CF1329,JE,CommitmentDraw,Inflow,23453.87,31-90d,0.5,0.9207265144272497,2021-01-21
CF1330,BM,CommitmentDraw,Outflow,-26495.83,181-365d,0.25,0.20354063528133326,2021-12-03
CF1331,BM,CorporateDeposit,Outflow,-161842.57,8-30d,1.0,0.7400667500316132,2019-09-06
CF1332,KY,CommitmentDraw,Inflow,250777.84,8-30d,1.0,0.07638968621227393,2019-07-15
CF1333,BM,CommitmentDraw,Outflow,-186884.56,>1y,0.0,0.907277242623298,2021-07-27
CF1334,KY,DerivativesCF,Inflow,126916.82,31-90d,0.5,0.053064846447670844,2022-06-14
CF1335,KY,CommitmentDraw,Inflow,44305.42,>1y,0.0,0.8475899804127321,2019-12-23
CF1336,BM,CorporateDeposit,Inflow,291620.08,91-180d,0.5,0.8149090928715286,2020-03-22
CF1337,KY,CommitmentDraw,Outflow,-105655.27,<2d,1.0,0.7828784462047048,2022-12-30
CF1338,KY,LoanRepayment,Outflow,-82661.15,8-30d,1.0,0.11645802509497272,2021-04-19
CF1339,BM,CommitmentDraw,Inflow,4015.02,8-30d,1.0,0.4791521722084642,2023-06-17
CF1340,GU,SecurityMaturity,Inflow,459832.15,8-30d,1.0,0.5337368305102066,2023-10-10
CF1341,BM,CommitmentDraw,Inflow,224196.31,2-7d,1.0,0.08973821628935974,2020-09-05
CF1342,BM,SecurityMaturity,Inflow,576380.2,2-7d,1.0,0.33503050420955616,2024-06-21
CF1343,KY,RetailDeposit,Inflow,52825.79,91-180d,0.5,0.5529387239687286,2021-05-16
CF1344,KY,LoanRepayment,Outflow,-198411.66,31-90d,0.5,0.48227644940876413,2021-09-04
CF1345,BM,CommitmentDraw,Outflow,-70818.86,>1y,0.0,0.9910340763397638,2021-12-09
CF1346,KY,CommitmentDraw,Inflow,99820.0,8-30d,1.0,0.6525506033932564,2020-04-10
CF1347,BM,DerivativesCF,Inflow,1394.39,8-30d,1.0,0.14527616585744707,2023-12-13
CF1348,KY,CommitmentDraw,Inflow,109048.73,8-30d,1.0,0.686273973216466,2022-06-10
CF1349,BM,LoanRepayment,Inflow,152707.6,181-365d,0.25,0.4858914053044723,2024-04-07
CF1350,KY,SecurityMaturity,Outflow,-26464.42,91-180d,0.5,0.8632817480177184,2021-04-17
CF1351,KY,CorporateDeposit,Outflow,-42571.23,2-7d,1.0,0.7011968287940628,2021-12-05
CF1352,JE,CommitmentDraw,Inflow,537611.03,>1y,0.0,0.8855957475659049,2024-06-29
CF1353,BM,CorporateDeposit,Outflow,-101075.03,181-365d,0.25,0.5160421561093458,2020-09-12
CF1354,BM,CommitmentDraw,Outflow,-64179.51,181-365d,0.25,0.42562040196137507,2020-10-01
CF1355,BM,CommitmentDraw,Inflow,97711.57,181-365d,0.25,0.5456083171520578,2023-12-02
CF1356,BM,CommitmentDraw,Inflow,328693.89,>1y,0.0,0.6576983529293368,2024-02-24
CF1357,GU,LoanRepayment,Inflow,267314.54,>1y,0.0,0.1600621404744551,2020-05-09
CF1358,BM,LoanRepayment,Outflow,-206049.11,31-90d,0.5,0.4002585904056233,2024-02-05
CF1359,KY,SecurityMaturity,Outflow,-277490.42,2-7d,1.0,0.9293788721196344,2021-12-31
CF1360,JE,DerivativesCF,Outflow,-99684.84,31-90d,0.5,0.39115252962718927,2024-05-08
CF1361,KY,DerivativesCF,Inflow,292111.43,>1y,0.0,0.07165069775140565,2019-11-10
CF1362,JE,CommitmentDraw,Inflow,23004.01,8-30d,1.0,0.4500425938624627,2022-09-28
CF1363,BM,SecurityMaturity,Inflow,118518.66,91-180d,0.5,0.6277491319118532,2024-04-19
CF1364,BM,LoanRepayment,Outflow,-211590.55,2-7d,1.0,0.453810872393243,2023-07-17
CF1365,BM,LoanRepayment,Outflow,-377120.96,>1y,0.0,0.39953410085233876,2020-03-28
CF1366,JE,CorporateDeposit,Inflow,166860.72,2-7d,1.0,0.5793390906374867,2024-05-13
CF1367,BM,CommitmentDraw,Outflow,-85694.95,31-90d,0.5,0.9950245655920834,2020-05-22
CF1368,BM,SecurityMaturity,Outflow,-39584.91,2-7d,1.0,0.5143745039704486,2020-12-10
CF1369,BM,CorporateDeposit,Outflow,-326694.33,<2d,1.0,0.25440825763290875,2022-10-28
CF1370,BM,CommitmentDraw,Inflow,223555.54,>1y,0.0,0.2797956828228496,2019-10-13
CF1371,JE,CorporateDeposit,Inflow,517905.06,>1y,0.0,0.9947110415430322,2021-10-25
CF1372,BM,CommitmentDraw,Outflow,-49145.71,<2d,1.0,0.8857269803450709,2023-01-02
CF1373,GU,RetailDeposit,Outflow,-424690.73,2-7d,1.0,0.018921142922548095,2021-01-31
CF1374,BM,SecurityMaturity,Outflow,-123650.74,<2d,1.0,0.5256657497363683,2021-07-04
CF1375,KY,RetailDeposit,Outflow,-167462.8,2-7d,1.0,0.23536198235910377,2021-01-10
CF1376,BM,CommitmentDraw,Outflow,-124557.91,181-365d,0.25,0.41529628908998295,2024-01-23
CF1377,JE,CorporateDeposit,Outflow,-194325.59,181-365d,0.25,0.6805071335848855,2022-06-17
CF1378,KY,SecurityMaturity,Inflow,257837.2,2-7d,1.0,0.9338029208032369,2022-12-14
CF1379,KY,SecurityMaturity,Inflow,254033.32,91-180d,0.5,0.8359260365900096,2021-06-02
CF1380,BM,SecurityMaturity,Outflow,-6399.11,31-90d,0.5,0.5593945366108396,2020-11-06
CF1381,KY,LoanRepayment,Outflow,-312469.11,181-365d,0.25,0.5975542986476938,2022-12-01
CF1382,KY,CommitmentDraw,Inflow,169524.44,2-7d,1.0,0.2362114019943431,2019-08-17
CF1383,BM,CommitmentDraw,Outflow,-245639.2,2-7d,1.0,0.9366700833255446,2020-05-13
CF1384,KY,RetailDeposit,Outflow,-302889.12,<2d,1.0,0.9162103751717277,2020-05-18
CF1385,KY,CommitmentDraw,Outflow,-230183.76,<2d,1.0,0.4480554168819014,2024-04-16
CF1386,BM,LoanRepayment,Inflow,81153.32,<2d,1.0,0.6116314913967791,2021-07-24
CF1387,BM,SecurityMaturity,Inflow,19979.88,>1y,0.0,0.12375452263228004,2021-02-05
CF1388,BM,CorporateDeposit,Outflow,-209242.1,181-365d,0.25,0.619859400945927,2023-11-29
CF1389,KY,SecurityMaturity,Outflow,-124374.02,<2d,1.0,0.7232792036350237,2022-10-10
CF1390,KY,RetailDeposit,Inflow,164319.55,181-365d,0.25,0.9677431091700797,2024-05-09
CF1391,BM,RetailDeposit,Inflow,112778.75,8-30d,1.0,0.7358175341384339,2019-11-12
CF1392,KY,CommitmentDraw,Outflow,-300528.0,<2d,1.0,0.5040497438932147,2024-02-25
CF1393,BM,CorporateDeposit,Inflow,118931.25,31-90d,0.5,0.06368887727846073,2020-08-22
CF1394,KY,LoanRepayment,Outflow,-180205.69,<2d,1.0,0.9463151772144491,2021-04-20
CF1395,JE,LoanRepayment,Inflow,488832.64,2-7d,1.0,0.14092081037465365,2021-04-23
CF1396,BM,CommitmentDraw,Outflow,-192078.99,91-180d,0.5,0.012398818736313322,2022-03-05
CF1397,BM,LoanRepayment,Outflow,-247736.93,8-30d,1.0,0.6531425874347406,2024-01-07
CF1398,BM,SecurityMaturity,Inflow,599386.06,2-7d,1.0,0.6322549934858261,2024-04-09
CF1399,GU,CommitmentDraw,Inflow,166261.34,181-365d,0.25,0.3420573728607791,2023-05-04
CF1400,BM,LoanRepayment,Inflow,31135.4,<2d,1.0,0.011614497674125701,2022-06-03
CF1401,BM,RetailDeposit,Outflow,-18576.48,>1y,0.0,0.6467512895114634,2022-06-15
CF1402,KY,SecurityMaturity,Outflow,-330519.2,181-365d,0.25,0.6861853594608236,2021-06-01
CF1403,BM,SecurityMaturity,Outflow,-109749.87,8-30d,1.0,0.26931418710645605,2024-05-30
CF1404,KY,LoanRepayment,Inflow,164849.03,>1y,0.0,0.8321947376694511,2020-11-12
CF1405,BM,LoanRepayment,Outflow,-5312.79,<2d,1.0,0.17393019613078764,2021-07-27
CF1406,BM,RetailDeposit,Outflow,-124725.56,2-7d,1.0,0.7197236015161694,2022-08-20
CF1407,BM,LoanRepayment,Outflow,-38250.41,31-90d,0.5,0.07105117397073157,2023-10-28
CF1408,KY,SecurityMaturity,Inflow,536565.66,8-30d,1.0,0.8243650316179002,2021-11-02
CF1409,KY,RetailDeposit,Inflow,432779.73,<2d,1.0,0.3181174794751489,2022-07-30
CF1410,BM,SecurityMaturity,Outflow,-92016.37,>1y,0.0,0.8186556854360163,2023-11-08
CF1411,JE,RetailDeposit,Inflow,252482.03,<2d,1.0,0.7194973781012288,2023-11-03
CF1412,JE,SecurityMaturity,Outflow,-119760.44,<2d,1.0,0.7764670357166255,2023-07-10
CF1413,KY,RetailDeposit,Inflow,103079.19,>1y,0.0,0.2474976434266496,2023-01-23
CF1414,KY,DerivativesCF,Inflow,351138.05,2-7d,1.0,0.18238391058812808,2023-06-02
CF1415,BM,SecurityMaturity,Inflow,29912.89,8-30d,1.0,0.2983823109116115,2023-11-28
CF1416,GU,LoanRepayment,Inflow,7008.92,181-365d,0.25,0.8597457399582572,2024-06-09
CF1417,BM,CommitmentDraw,Inflow,364213.72,181-365d,0.25,0.8450288455470744,2019-08-08
CF1418,BM,LoanRepayment,Outflow,-68826.04,31-90d,0.5,0.8982997023135862,2022-07-19
CF1419,BM,CommitmentDraw,Outflow,-122693.11,2-7d,1.0,0.05357033063200167,2024-04-18
CF1420,BM,RetailDeposit,Inflow,20823.6,31-90d,0.5,0.525702347632257,2023-06-14
CF1421,BM,CorporateDeposit,Outflow,-161992.39,2-7d,1.0,0.34528457609511276,2022-09-10
CF1422,BM,CommitmentDraw,Outflow,-156674.51,181-365d,0.25,0.5638319120472901,2022-10-12
CF1423,GU,CommitmentDraw,Outflow,-66353.52,8-30d,1.0,0.5395893590567827,2023-07-04
CF1424,JE,DerivativesCF,Inflow,275127.16,8-30d,1.0,0.5619486090185436,2021-08-06
CF1425,KY,RetailDeposit,Inflow,495086.72,31-90d,0.5,0.22626701224587764,2020-05-08
CF1426,KY,DerivativesCF,Outflow,-203883.34,91-180d,0.5,0.5266111098433094,2023-10-12
CF1427,GU,CorporateDeposit,Inflow,74202.13,8-30d,1.0,0.5840455425548536,2019-12-10
CF1428,BM,RetailDeposit,Outflow,-22337.02,2-7d,1.0,0.5652378981884708,2020-09-23
CF1429,JE,DerivativesCF,Inflow,214195.95,<2d,1.0,0.1338361280015038,2020-05-16
CF1430,KY,CorporateDeposit,Inflow,326196.17,181-365d,0.25,0.2843707482521426,2020-02-11
CF1431,GU,DerivativesCF,Inflow,88533.64,<2d,1.0,0.4826889138666085,2023-12-12
CF1432,KY,LoanRepayment,Inflow,75633.79,>1y,0.0,0.10444457848020439,2020-03-01
CF1433,BM,DerivativesCF,Outflow,-182881.69,<2d,1.0,0.3366143566905828,2021-01-26
CF1434,KY,CorporateDeposit,Outflow,-313093.49,181-365d,0.25,0.12284328145102752,2019-10-26
CF1435,GU,SecurityMaturity,Inflow,265298.19,181-365d,0.25,0.31898819227133757,2020-07-13
CF1436,JE,DerivativesCF,Inflow,367903.97,<2d,1.0,0.6534206100058987,2023-09-27
CF1437,KY,CommitmentDraw,Inflow,177542.67,181-365d,0.25,0.7916945383076275,2023-06-18
CF1438,KY,LoanRepayment,Outflow,-246684.38,91-180d,0.5,0.5354373767522073,2020-05-21
CF1439,BM,DerivativesCF,Inflow,83564.1,<2d,1.0,0.6614938637154816,2019-08-28
CF1440,KY,LoanRepayment,Outflow,-140293.2,8-30d,1.0,0.9003188780245607,2023-01-05
CF1441,BM,CommitmentDraw,Outflow,-45117.72,181-365d,0.25,0.11678298859212821,2022-08-23
CF1442,BM,SecurityMaturity,Outflow,-166452.43,>1y,0.0,0.6594323324498749,2022-02-08
CF1443,KY,SecurityMaturity,Inflow,134599.08,8-30d,1.0,0.6548411830406374,2023-02-19
CF1444,JE,SecurityMaturity,Inflow,87172.1,91-180d,0.5,0.3636054704353153,2020-12-28
CF1445,GU,SecurityMaturity,Inflow,69902.8,91-180d,0.5,0.11248166953741678,2022-12-08
CF1446,BM,RetailDeposit,Inflow,91092.1,91-180d,0.5,0.4668096427604046,2024-04-15
CF1447,BM,CorporateDeposit,Outflow,-239888.28,8-30d,1.0,0.5190185580502535,2021-04-29
CF1448,KY,CommitmentDraw,Outflow,-131537.53,181-365d,0.25,0.021035476691057875,2019-07-29
CF1449,BM,LoanRepayment,Inflow,224745.16,31-90d,0.5,0.9460524488977867,2023-06-09
CF1450,KY,SecurityMaturity,Inflow,155212.04,<2d,1.0,0.32320964294935106,2021-11-09
CF1451,KY,CorporateDeposit,Outflow,-75395.58,31-90d,0.5,0.872342142280546,2020-10-11
CF1452,KY,DerivativesCF,Outflow,-154385.67,31-90d,0.5,0.7228554947780996,2024-02-15
CF1453,KY,DerivativesCF,Inflow,57159.75,<2d,1.0,0.6911356614454344,2020-08-15
CF1454,BM,RetailDeposit,Inflow,424897.36,2-7d,1.0,0.17246778556662157,2021-09-04
CF1455,GU,CommitmentDraw,Inflow,123145.55,91-180d,0.5,0.33024353038851595,2022-06-27
CF1456,KY,CorporateDeposit,Outflow,-145512.41,<2d,1.0,0.07449495815763985,2023-06-05
CF1457,KY,LoanRepayment,Outflow,-321912.29,181-365d,0.25,0.19338504736608741,2021-12-13
CF1458,BM,DerivativesCF,Inflow,67843.2,91-180d,0.5,0.9779392398954697,2023-06-27
CF1459,BM,SecurityMaturity,Outflow,-313000.08,181-365d,0.25,0.898700155714002,2022-05-03
CF1460,GU,SecurityMaturity,Outflow,-138992.05,<2d,1.0,0.6516872230383247,2020-11-22
CF1461,BM,SecurityMaturity,Inflow,264954.77,2-7d,1.0,0.8646054097892837,2019-11-12
CF1462,KY,LoanRepayment,Inflow,40752.07,2-7d,1.0,0.20922012298490944,2020-05-20
CF1463,KY,SecurityMaturity,Outflow,-121558.94,<2d,1.0,0.049400812275934736,2020-11-19
CF1464,GU,RetailDeposit,Inflow,354939.47,>1y,0.0,0.6752095299316728,2019-07-22
CF1465,KY,SecurityMaturity,Outflow,-117966.79,181-365d,0.25,0.7515412372438438,2021-03-17
CF1466,GU,RetailDeposit,Outflow,-202663.6,31-90d,0.5,0.8183512365834575,2019-09-23
CF1467,KY,RetailDeposit,Outflow,-145114.76,<2d,1.0,0.3512275463653679,2020-09-20
CF1468,KY,CommitmentDraw,Inflow,305121.53,2-7d,1.0,0.20605005954458555,2021-04-24
CF1469,KY,CommitmentDraw,Outflow,-191294.0,2-7d,1.0,0.5959507627801957,2021-10-27
CF1470,JE,CorporateDeposit,Outflow,-170312.87,31-90d,0.5,0.35155736119447034,2020-04-01
CF1471,BM,DerivativesCF,Inflow,116410.11,31-90d,0.5,0.5796135482851905,2022-02-27
CF1472,GU,CorporateDeposit,Outflow,-97115.07,2-7d,1.0,0.381331335565709,2023-04-10
CF1473,KY,CommitmentDraw,Outflow,-187291.91,>1y,0.0,0.30017557909319614,2022-07-22
CF1474,BM,CommitmentDraw,Inflow,52304.24,<2d,1.0,0.0731923797177122,2022-03-25
CF1475,JE,SecurityMaturity,Inflow,336468.88,181-365d,0.25,0.34790687842732426,2024-06-13
CF1476,KY,LoanRepayment,Inflow,382568.55,>1y,0.0,0.7996928756150107,2024-05-21
CF1477,KY,CommitmentDraw,Inflow,276148.49,91-180d,0.5,0.13717717983832967,2024-04-16
CF1478,GU,RetailDeposit,Inflow,251049.06,8-30d,1.0,0.4673157534246166,2020-09-09
CF1479,BM,CorporateDeposit,Outflow,-191855.27,91-180d,0.5,0.02366791278761815,2024-04-03
CF1480,KY,CorporateDeposit,Outflow,-356527.81,31-90d,0.5,0.4381338559729089,2022-06-23
CF1481,KY,DerivativesCF,Inflow,223891.44,<2d,1.0,0.6471463855833544,2020-03-24
CF1482,GU,LoanRepayment,Inflow,200141.53,91-180d,0.5,0.7990238916863374,2022-06-02
CF1483,JE,LoanRepayment,Outflow,-173715.47,31-90d,0.5,0.899098663370161,2020-01-05
CF1484,KY,CommitmentDraw,Inflow,252235.39,<2d,1.0,0.6871334265753581,2022-11-19
CF1485,BM,CorporateDeposit,Outflow,-46102.04,>1y,0.0,0.20571703852575018,2023-01-12
CF1486,KY,SecurityMaturity,Inflow,84932.33,2-7d,1.0,0.6635256709181704,2024-03-24
CF1487,BM,CorporateDeposit,Inflow,303619.44,8-30d,1.0,0.9349344240216639,2021-02-25
CF1488,KY,DerivativesCF,Inflow,224404.1,181-365d,0.25,0.9198018037380347,2021-01-28
CF1489,KY,RetailDeposit,Inflow,267995.13,<2d,1.0,0.7790700911746529,2021-03-28
CF1490,KY,DerivativesCF,Inflow,94790.03,<2d,1.0,0.34052250858047395,2023-11-19
CF1491,JE,LoanRepayment,Inflow,138930.44,181-365d,0.25,0.3877554075678453,2021-01-26
CF1492,BM,SecurityMaturity,Inflow,55117.39,91-180d,0.5,0.30870463619964417,2021-07-28
CF1493,KY,CorporateDeposit,Outflow,-59371.21,8-30d,1.0,0.39567800773228157,2023-09-30
CF1494,JE,SecurityMaturity,Inflow,101824.68,>1y,0.0,0.3926798392439751,2022-01-06
CF1495,KY,CommitmentDraw,Outflow,-383588.38,8-30d,1.0,0.7204038958054658,2023-12-22
CF1496,GU,SecurityMaturity,Inflow,174561.34,<2d,1.0,0.7009257946976538,2022-01-14
CF1497,BM,CommitmentDraw,Outflow,-275610.11,8-30d,1.0,0.15348059206948328,2020-10-02
CF1498,BM,CorporateDeposit,Inflow,160899.19,>1y,0.0,0.05120648454688603,2019-11-13
CF1499,BM,CorporateDeposit,Outflow,-87806.23,31-90d,0.5,0.2783308033074652,2020-05-11
CF1500,BM,SecurityMaturity,Inflow,244958.89,>1y,0.0,0.6505250308518232,2022-07-06
CF1501,JE,CorporateDeposit,Outflow,-238001.24,181-365d,0.25,0.3433207119486855,2023-07-03
CF1502,BM,CommitmentDraw,Inflow,139125.16,91-180d,0.5,0.5328998693549264,2021-06-24
CF1503,GU,SecurityMaturity,Inflow,20264.59,2-7d,1.0,0.642116056242191,2024-04-18
CF1504,JE,RetailDeposit,Inflow,252357.63,2-7d,1.0,0.6570149402632308,2023-04-21
CF1505,KY,DerivativesCF,Inflow,287084.99,31-90d,0.5,0.7193245153464514,2022-02-02
CF1506,GU,SecurityMaturity,Inflow,73228.31,31-90d,0.5,0.19198825275310882,2021-11-07
CF1507,GU,LoanRepayment,Inflow,576212.76,8-30d,1.0,0.9300646657511455,2024-01-29
CF1508,BM,CommitmentDraw,Outflow,-465288.15,8-30d,1.0,0.147765972816277,2020-07-31
CF1509,BM,DerivativesCF,Outflow,-61697.38,31-90d,0.5,0.8945846004839764,2023-09-25
CF1510,BM,RetailDeposit,Outflow,-307363.38,31-90d,0.5,0.8379262143429089,2023-07-17
CF1511,KY,RetailDeposit,Inflow,188416.71,<2d,1.0,0.8116096998788097,2020-03-22
CF1512,KY,CorporateDeposit,Outflow,-112177.63,>1y,0.0,0.772078884869717,2021-09-26
CF1513,BM,RetailDeposit,Inflow,165730.6,91-180d,0.5,0.33537402535002003,2023-11-07
CF1514,BM,CorporateDeposit,Outflow,-65480.94,<2d,1.0,0.9202836078095186,2020-01-01
CF1515,BM,CorporateDeposit,Outflow,-140992.01,>1y,0.0,0.30913302961076805,2019-10-01
CF1516,BM,RetailDeposit,Outflow,-2301.26,2-7d,1.0,0.19591838382786353,2019-12-10
CF1517,BM,DerivativesCF,Inflow,443498.76,>1y,0.0,0.7993041385378874,2020-08-27
CF1518,BM,SecurityMaturity,Inflow,113592.48,91-180d,0.5,0.7924470451538451,2022-07-20
CF1519,KY,DerivativesCF,Inflow,358188.93,31-90d,0.5,0.7814917244850799,2019-12-23
CF1520,BM,SecurityMaturity,Outflow,-56304.58,>1y,0.0,0.42009582040319504,2022-04-06
CF1521,KY,SecurityMaturity,Inflow,360980.72,<2d,1.0,0.05647462846536122,2019-07-25
CF1522,BM,LoanRepayment,Inflow,256181.05,31-90d,0.5,0.08697863353106017,2021-02-19
CF1523,BM,DerivativesCF,Outflow,-353548.75,<2d,1.0,0.1757693063389537,2022-11-17
CF1524,KY,SecurityMaturity,Inflow,7806.47,181-365d,0.25,0.3309830846245071,2020-06-22
CF1525,KY,CommitmentDraw,Inflow,242041.11,<2d,1.0,0.8414517675597492,2023-09-15
CF1526,KY,SecurityMaturity,Inflow,494838.67,2-7d,1.0,0.39840304301831786,2020-08-18
CF1527,GU,CorporateDeposit,Outflow,-213406.9,>1y,0.0,0.4462897985221108,2022-01-29
CF1528,BM,LoanRepayment,Outflow,-285166.17,<2d,1.0,0.5868125257500733,2020-02-14
CF1529,GU,RetailDeposit,Inflow,118703.5,181-365d,0.25,0.6541276917458951,2023-07-20
CF1530,BM,CommitmentDraw,Outflow,-162373.59,181-365d,0.25,0.8140322236342742,2019-09-26
CF1531,KY,LoanRepayment,Inflow,385390.37,2-7d,1.0,0.08797751660064079,2019-09-22
CF1532,BM,CommitmentDraw,Inflow,215507.67,>1y,0.0,0.5870937911836898,2022-08-22
CF1533,BM,RetailDeposit,Outflow,-421871.13,91-180d,0.5,0.2708634204334849,2020-07-13
CF1534,KY,SecurityMaturity,Outflow,-232561.87,91-180d,0.5,0.3376089016762739,2021-06-19
CF1535,GU,LoanRepayment,Inflow,89703.45,91-180d,0.5,0.46818858125214513,2019-08-07
CF1536,KY,CorporateDeposit,Inflow,296610.88,91-180d,0.5,0.3124175588143413,2019-09-25
CF1537,KY,SecurityMaturity,Inflow,188973.06,2-7d,1.0,0.1108970811796961,2022-12-16
CF1538,BM,DerivativesCF,Inflow,263745.12,8-30d,1.0,0.6375002153855693,2024-02-22
CF1539,BM,CorporateDeposit,Inflow,64911.02,91-180d,0.5,0.11501533431073196,2021-06-18
CF1540,KY,SecurityMaturity,Inflow,150768.38,8-30d,1.0,0.36069357540871094,2024-01-10
CF1541,KY,LoanRepayment,Inflow,225226.02,>1y,0.0,0.3675704628327273,2023-01-25
CF1542,KY,CorporateDeposit,Inflow,106032.49,2-7d,1.0,0.4636295819129237,2020-09-28
CF1543,GU,CorporateDeposit,Inflow,288603.16,181-365d,0.25,0.21270645292973744,2022-05-19
CF1544,KY,RetailDeposit,Outflow,-47870.0,>1y,0.0,0.47007367079645035,2021-01-07
CF1545,BM,LoanRepayment,Outflow,-95255.6,>1y,0.0,0.3527716141292667,2022-01-15
CF1546,BM,CommitmentDraw,Inflow,85188.1,8-30d,1.0,0.8438652438541348,2021-11-15
CF1547,BM,SecurityMaturity,Inflow,209267.93,91-180d,0.5,0.2947177145550781,2020-04-09
CF1548,BM,CommitmentDraw,Inflow,183034.26,2-7d,1.0,0.4003104316423487,2023-04-11
CF1549,BM,CommitmentDraw,Outflow,-284140.46,181-365d,0.25,0.8060649175502056,2021-04-15
CF1550,BM,LoanRepayment,Inflow,521032.46,<2d,1.0,0.19500823266938017,2021-03-03
CF1551,KY,DerivativesCF,Outflow,-86079.48,2-7d,1.0,0.62661936310927,2020-01-13
CF1552,BM,CorporateDeposit,Inflow,167938.5,8-30d,1.0,0.25128477830863205,2022-11-04
CF1553,KY,CommitmentDraw,Outflow,-97490.69,31-90d,0.5,0.6286727226646294,2024-01-22
CF1554,BM,CorporateDeposit,Inflow,293156.62,8-30d,1.0,0.32562770307855093,2023-11-15
CF1555,GU,SecurityMaturity,Outflow,-378029.41,>1y,0.0,0.3189623965678089,2022-03-28
CF1556,BM,DerivativesCF,Inflow,474390.01,181-365d,0.25,0.5792187263094325,2021-01-31
CF1557,BM,RetailDeposit,Inflow,219947.9,31-90d,0.5,0.2470845337346922,2022-05-18
CF1558,GU,DerivativesCF,Outflow,-42323.11,31-90d,0.5,0.27326931299628765,2019-07-14
CF1559,KY,CommitmentDraw,Outflow,-6616.33,91-180d,0.5,0.7408768525005572,2023-08-08
CF1560,BM,CommitmentDraw,Outflow,-193080.36,181-365d,0.25,0.9565393352126137,2022-06-05
CF1561,KY,DerivativesCF,Inflow,109988.35,>1y,0.0,0.010264795145569328,2023-10-07
CF1562,KY,DerivativesCF,Inflow,389887.83,>1y,0.0,0.29657290438331163,2019-11-29
CF1563,BM,CommitmentDraw,Inflow,234906.41,8-30d,1.0,0.18577406857041046,2024-04-06
CF1564,KY,CommitmentDraw,Outflow,-247686.55,181-365d,0.25,0.9338015711758129,2022-11-05
CF1565,BM,CommitmentDraw,Inflow,59833.59,181-365d,0.25,0.9784098224360066,2023-03-12
CF1566,KY,CorporateDeposit,Inflow,31081.03,91-180d,0.5,0.8451178727601337,2021-07-17
